Time, Probe1 ºF, Probe 2 ºF, Probe 3 ºF, Probe 4 ºF
Sep 8  2019  1:30:55 PM,176.5, No Probe, No Probe,240.6
Sep 8  2019  1:31:04 PM,176.5, No Probe, No Probe,239.7
Sep 8  2019  1:31:14 PM,176.6, No Probe, No Probe,239.9
Sep 8  2019  1:31:25 PM,176.7, No Probe, No Probe,239.9
Sep 8  2019  1:31:35 PM,176.7, No Probe, No Probe,239.7
Sep 8  2019  1:31:44 PM,176.7, No Probe, No Probe,239.9
Sep 8  2019  1:31:55 PM,176.7, No Probe, No Probe,240.2
Sep 8  2019  1:32:05 PM,176.8, No Probe, No Probe,239.6
Sep 8  2019  1:32:14 PM,176.8, No Probe, No Probe,239.7
Sep 8  2019  1:32:24 PM,176.9, No Probe, No Probe,240.0
Sep 8  2019  1:32:34 PM,176.9, No Probe, No Probe,239.9
Sep 8  2019  1:32:44 PM,176.9, No Probe, No Probe,240.2
Sep 8  2019  1:32:54 PM,177.0, No Probe, No Probe,240.2
Sep 8  2019  1:33:04 PM,177.0, No Probe, No Probe,239.5
Sep 8  2019  1:33:15 PM,177.0, No Probe, No Probe,240.1
Sep 8  2019  1:33:25 PM,177.0, No Probe, No Probe,240.5
Sep 8  2019  1:33:35 PM,177.0, No Probe, No Probe,239.5
Sep 8  2019  1:33:46 PM,177.1, No Probe, No Probe,239.9
Sep 8  2019  1:33:55 PM,177.1, No Probe, No Probe,240.3
Sep 8  2019  1:34:05 PM,177.1, No Probe, No Probe,239.9
Sep 8  2019  1:34:15 PM,177.2, No Probe, No Probe,239.5
Sep 8  2019  1:34:25 PM,177.2, No Probe, No Probe,239.6
Sep 8  2019  1:34:35 PM,177.3, No Probe, No Probe,240.3
Sep 8  2019  1:34:45 PM,177.3, No Probe, No Probe,240.5
Sep 8  2019  1:34:56 PM,177.3, No Probe, No Probe,239.5
Sep 8  2019  1:35:05 PM,177.4, No Probe, No Probe,239.2
Sep 8  2019  1:35:15 PM,177.4, No Probe, No Probe,239.8
Sep 8  2019  1:35:26 PM,177.4, No Probe, No Probe,239.8
Sep 8  2019  1:35:35 PM,177.5, No Probe, No Probe,240.3
Sep 8  2019  1:35:45 PM,177.5, No Probe, No Probe,239.5
Sep 8  2019  1:35:55 PM,177.5, No Probe, No Probe,239.9
Sep 8  2019  1:36:06 PM,177.6, No Probe, No Probe,240.4
Sep 8  2019  1:36:15 PM,177.6, No Probe, No Probe,239.8
Sep 8  2019  1:36:15 PM,177.6, No Probe, No Probe,239.5
Sep 8  2019  1:36:31 PM,177.6, No Probe, No Probe,240.3
Sep 8  2019  1:36:41 PM,177.7, No Probe, No Probe,240.3
Sep 8  2019  1:36:51 PM,177.7, No Probe, No Probe,239.5
Sep 8  2019  1:37:01 PM,177.8, No Probe, No Probe,239.7
Sep 8  2019  1:37:11 PM,177.8, No Probe, No Probe,240.1
Sep 8  2019  1:37:21 PM,177.9, No Probe, No Probe,240.6
Sep 8  2019  1:37:31 PM,177.9, No Probe, No Probe,239.8
Sep 8  2019  1:37:41 PM,177.9, No Probe, No Probe,239.3
Sep 8  2019  1:37:51 PM,177.9, No Probe, No Probe,239.6
Sep 8  2019  1:38:01 PM,177.9, No Probe, No Probe,239.5
Sep 8  2019  1:38:11 PM,178.0, No Probe, No Probe,240.0
Sep 8  2019  1:38:21 PM,178.0, No Probe, No Probe,240.2
Sep 8  2019  1:38:31 PM,178.1, No Probe, No Probe,239.8
Sep 8  2019  1:38:41 PM,178.1, No Probe, No Probe,240.2
Sep 8  2019  1:38:51 PM,178.1, No Probe, No Probe,240.2
Sep 8  2019  1:39:01 PM,178.2, No Probe, No Probe,239.5
Sep 8  2019  1:39:11 PM,178.2, No Probe, No Probe,239.9
Sep 8  2019  1:39:21 PM,178.2, No Probe, No Probe,240.3
Sep 8  2019  1:39:31 PM,178.2, No Probe, No Probe,240.3
Sep 8  2019  1:39:41 PM,178.3, No Probe, No Probe,240.5
Sep 8  2019  1:39:51 PM,178.3, No Probe, No Probe,240.3
Sep 8  2019  1:40:01 PM,178.3, No Probe, No Probe,239.8
Sep 8  2019  1:40:11 PM,178.4, No Probe, No Probe,239.9
Sep 8  2019  1:40:21 PM,178.4, No Probe, No Probe,239.9
Sep 8  2019  1:40:32 PM,178.4, No Probe, No Probe,240.3
Sep 8  2019  1:40:42 PM,178.5, No Probe, No Probe,240.0
Sep 8  2019  1:40:51 PM,178.5, No Probe, No Probe,240.5
Sep 8  2019  1:41:01 PM,178.6, No Probe, No Probe,240.5
Sep 8  2019  1:41:11 PM,178.5, No Probe, No Probe,240.3
Sep 8  2019  1:41:21 PM,178.6, No Probe, No Probe,239.2
Sep 8  2019  1:41:32 PM,178.6, No Probe, No Probe,240.1
Sep 8  2019  1:41:42 PM,178.7, No Probe, No Probe,240.5
Sep 8  2019  1:41:52 PM,178.7, No Probe, No Probe,239.9
Sep 8  2019  1:42:01 PM,178.7, No Probe, No Probe,240.4
Sep 8  2019  1:42:14 PM,178.8, No Probe, No Probe,240.0
Sep 8  2019  1:42:24 PM,178.8, No Probe, No Probe,240.3
Sep 8  2019  1:42:34 PM,178.7, No Probe, No Probe,239.6
Sep 8  2019  1:42:44 PM,178.8, No Probe, No Probe,240.3
Sep 8  2019  1:42:54 PM,178.8, No Probe, No Probe,239.7
Sep 8  2019  1:43:04 PM,178.9, No Probe, No Probe,240.3
Sep 8  2019  1:43:14 PM,178.9, No Probe, No Probe,240.1
Sep 8  2019  1:43:25 PM,179.0, No Probe, No Probe,239.9
Sep 8  2019  1:43:34 PM,178.9, No Probe, No Probe,239.8
Sep 8  2019  1:43:45 PM,179.0, No Probe, No Probe,239.9
Sep 8  2019  1:43:55 PM,179.0, No Probe, No Probe,239.5
Sep 8  2019  1:44:04 PM,179.1, No Probe, No Probe,240.0
Sep 8  2019  1:44:14 PM,179.1, No Probe, No Probe,239.9
Sep 8  2019  1:44:24 PM,179.2, No Probe, No Probe,239.9
Sep 8  2019  1:44:34 PM,179.2, No Probe, No Probe,240.2
Sep 8  2019  1:44:44 PM,179.2, No Probe, No Probe,240.6
Sep 8  2019  1:44:54 PM,179.2, No Probe, No Probe,240.4
Sep 8  2019  1:45:04 PM,179.2, No Probe, No Probe,240.1
Sep 8  2019  1:45:15 PM,179.3, No Probe, No Probe,239.9
Sep 8  2019  1:45:24 PM,179.3, No Probe, No Probe,240.3
Sep 8  2019  1:45:34 PM,179.3, No Probe, No Probe,240.3
Sep 8  2019  1:45:44 PM,179.4, No Probe, No Probe,240.2
Sep 8  2019  1:45:54 PM,179.4, No Probe, No Probe,239.9
Sep 8  2019  1:46:04 PM,179.4, No Probe, No Probe,240.2
Sep 8  2019  1:46:14 PM,179.5, No Probe, No Probe,239.6
Sep 8  2019  1:46:24 PM,179.5, No Probe, No Probe,240.3
Sep 8  2019  1:46:34 PM,179.5, No Probe, No Probe,240.4
Sep 8  2019  1:46:44 PM,179.5, No Probe, No Probe,239.8
Sep 8  2019  1:46:55 PM,179.5, No Probe, No Probe,239.9
Sep 8  2019  1:47:04 PM,179.5, No Probe, No Probe,239.6
Sep 8  2019  1:47:15 PM,179.7, No Probe, No Probe,240.3
Sep 8  2019  1:47:24 PM,179.7, No Probe, No Probe,239.8
Sep 8  2019  1:47:34 PM,179.7, No Probe, No Probe,240.3
Sep 8  2019  1:47:45 PM,179.7, No Probe, No Probe,240.3
Sep 8  2019  1:47:54 PM,179.8, No Probe, No Probe,239.9
Sep 8  2019  1:47:59 PM,179.8, No Probe, No Probe,240.0
Sep 8  2019  1:48:10 PM,179.8, No Probe, No Probe,240.1
Sep 8  2019  1:48:20 PM,179.9, No Probe, No Probe,240.3
Sep 8  2019  1:48:31 PM,179.9, No Probe, No Probe,239.9
Sep 8  2019  1:48:40 PM,179.8, No Probe, No Probe,240.4
Sep 8  2019  1:48:50 PM,179.8, No Probe, No Probe,239.7
Sep 8  2019  1:49:00 PM,179.9, No Probe, No Probe,240.7
Sep 8  2019  1:49:10 PM,180.0, No Probe, No Probe,240.0
Sep 8  2019  1:49:20 PM,180.0, No Probe, No Probe,239.9
Sep 8  2019  1:49:30 PM,180.0, No Probe, No Probe,239.9
Sep 8  2019  1:49:41 PM,180.1, No Probe, No Probe,240.1
Sep 8  2019  1:49:50 PM,180.1, No Probe, No Probe,239.8
Sep 8  2019  1:50:01 PM,180.0, No Probe, No Probe,239.9
Sep 8  2019  1:50:10 PM,180.1, No Probe, No Probe,240.1
Sep 8  2019  1:50:20 PM,180.1, No Probe, No Probe,239.7
Sep 8  2019  1:50:30 PM,180.2, No Probe, No Probe,239.9
Sep 8  2019  1:50:40 PM,180.1, No Probe, No Probe,239.6
Sep 8  2019  1:50:50 PM,180.2, No Probe, No Probe,240.2
Sep 8  2019  1:51:00 PM,180.3, No Probe, No Probe,240.0
Sep 8  2019  1:51:10 PM,180.2, No Probe, No Probe,240.0
Sep 8  2019  1:51:21 PM,180.2, No Probe, No Probe,239.9
Sep 8  2019  1:51:30 PM,180.3, No Probe, No Probe,240.3
Sep 8  2019  1:51:41 PM,180.3, No Probe, No Probe,239.9
Sep 8  2019  1:51:51 PM,180.3, No Probe, No Probe,239.6
Sep 8  2019  1:52:01 PM,180.3, No Probe, No Probe,239.6
Sep 8  2019  1:52:10 PM,180.4, No Probe, No Probe,240.2
Sep 8  2019  1:52:20 PM,180.4, No Probe, No Probe,239.9
Sep 8  2019  1:52:30 PM,180.4, No Probe, No Probe,239.6
Sep 8  2019  1:52:41 PM,180.5, No Probe, No Probe,240.5
Sep 8  2019  1:52:50 PM,180.5, No Probe, No Probe,240.2
Sep 8  2019  1:53:01 PM,180.5, No Probe, No Probe,240.2
Sep 8  2019  1:53:10 PM,180.6, No Probe, No Probe,240.3
Sep 8  2019  1:53:20 PM,180.6, No Probe, No Probe,239.4
Sep 8  2019  1:53:30 PM,180.6, No Probe, No Probe,240.3
Sep 8  2019  1:53:40 PM,180.6, No Probe, No Probe,240.6
Sep 8  2019  1:53:52 PM,180.7, No Probe, No Probe,240.3
Sep 8  2019  1:54:02 PM,180.7, No Probe, No Probe,240.3
Sep 8  2019  1:54:12 PM,180.7, No Probe, No Probe,240.2
Sep 8  2019  1:54:22 PM,180.7, No Probe, No Probe,239.9
Sep 8  2019  1:54:33 PM,180.8, No Probe, No Probe,239.6
Sep 8  2019  1:54:42 PM,180.8, No Probe, No Probe,241.1
Sep 8  2019  1:54:53 PM,180.8, No Probe, No Probe,240.0
Sep 8  2019  1:55:02 PM,180.8, No Probe, No Probe,239.8
Sep 8  2019  1:55:12 PM,180.8, No Probe, No Probe,240.1
Sep 8  2019  1:55:22 PM,180.9, No Probe, No Probe,240.4
Sep 8  2019  1:55:32 PM,180.9, No Probe, No Probe,239.9
Sep 8  2019  1:55:42 PM,180.9, No Probe, No Probe,239.6
Sep 8  2019  1:55:53 PM,181.0, No Probe, No Probe,240.3
Sep 8  2019  1:56:02 PM,181.0, No Probe, No Probe,239.6
Sep 8  2019  1:56:13 PM,181.0, No Probe, No Probe,240.3
Sep 8  2019  1:56:22 PM,181.0, No Probe, No Probe,240.3
Sep 8  2019  1:56:32 PM,181.0, No Probe, No Probe,240.3
Sep 8  2019  1:56:42 PM,181.1, No Probe, No Probe,240.3
Sep 8  2019  1:56:52 PM,181.1, No Probe, No Probe,239.9
Sep 8  2019  1:57:03 PM,181.0, No Probe, No Probe,239.7
Sep 8  2019  1:57:12 PM,181.1, No Probe, No Probe,239.6
Sep 8  2019  1:57:22 PM,181.1, No Probe, No Probe,240.6
Sep 8  2019  1:57:32 PM,181.1, No Probe, No Probe,239.9
Sep 8  2019  1:57:42 PM,181.1, No Probe, No Probe,239.6
Sep 8  2019  1:57:52 PM,181.2, No Probe, No Probe,240.2
Sep 8  2019  1:58:02 PM,181.2, No Probe, No Probe,240.1
Sep 8  2019  1:58:13 PM,181.2, No Probe, No Probe,239.8
Sep 8  2019  1:58:22 PM,181.2, No Probe, No Probe,240.1
Sep 8  2019  1:58:32 PM,181.3, No Probe, No Probe,240.5
Sep 8  2019  1:58:42 PM,181.3, No Probe, No Probe,239.9
Sep 8  2019  1:58:52 PM,181.3, No Probe, No Probe,239.5
Sep 8  2019  1:59:02 PM,181.3, No Probe, No Probe,239.9
Sep 8  2019  1:59:13 PM,181.3, No Probe, No Probe,239.8
Sep 8  2019  1:59:22 PM,181.3, No Probe, No Probe,240.0
Sep 8  2019  1:59:32 PM,181.4, No Probe, No Probe,240.1
Sep 8  2019  1:59:42 PM,181.4, No Probe, No Probe,240.1
Sep 8  2019  1:59:53 PM,181.5, No Probe, No Probe,240.2
Sep 8  2019  2:00:06 PM,181.5, No Probe, No Probe,240.0
Sep 8  2019  2:00:16 PM,181.5, No Probe, No Probe,240.3
Sep 8  2019  2:00:26 PM,181.5, No Probe, No Probe,240.1
Sep 8  2019  2:00:36 PM,181.6, No Probe, No Probe,239.6
Sep 8  2019  2:00:47 PM,181.6, No Probe, No Probe,240.4
Sep 8  2019  2:00:56 PM,181.6, No Probe, No Probe,239.5
Sep 8  2019  2:01:07 PM,181.6, No Probe, No Probe,239.8
Sep 8  2019  2:01:17 PM,181.6, No Probe, No Probe,239.9
Sep 8  2019  2:01:26 PM,181.6, No Probe, No Probe,240.1
Sep 8  2019  2:01:36 PM,181.6, No Probe, No Probe,239.5
Sep 8  2019  2:01:47 PM,181.7, No Probe, No Probe,239.3
Sep 8  2019  2:01:56 PM,181.7, No Probe, No Probe,240.3
Sep 8  2019  2:02:06 PM,181.7, No Probe, No Probe,239.5
Sep 8  2019  2:02:16 PM,181.7, No Probe, No Probe,239.9
Sep 8  2019  2:02:26 PM,181.7, No Probe, No Probe,239.8
Sep 8  2019  2:02:37 PM,181.7, No Probe, No Probe,239.9
Sep 8  2019  2:02:47 PM,181.8, No Probe, No Probe,239.9
Sep 8  2019  2:02:56 PM,181.8, No Probe, No Probe,240.0
Sep 8  2019  2:03:06 PM,181.9, No Probe, No Probe,240.4
Sep 8  2019  2:03:16 PM,181.8, No Probe, No Probe,239.9
Sep 8  2019  2:03:26 PM,181.8, No Probe, No Probe,239.7
Sep 8  2019  2:03:36 PM,181.8, No Probe, No Probe,240.0
Sep 8  2019  2:03:47 PM,181.9, No Probe, No Probe,240.6
Sep 8  2019  2:03:57 PM,181.9, No Probe, No Probe,239.9
Sep 8  2019  2:04:06 PM,181.9, No Probe, No Probe,240.6
Sep 8  2019  2:04:17 PM,181.9, No Probe, No Probe,240.4
Sep 8  2019  2:04:26 PM,182.0, No Probe, No Probe,239.9
Sep 8  2019  2:04:36 PM,182.0, No Probe, No Probe,239.5
Sep 8  2019  2:04:46 PM,182.0, No Probe, No Probe,240.3
Sep 8  2019  2:04:56 PM,182.1, No Probe, No Probe,240.4
Sep 8  2019  2:05:06 PM,182.0, No Probe, No Probe,239.6
Sep 8  2019  2:05:16 PM,182.1, No Probe, No Probe,240.0
Sep 8  2019  2:05:27 PM,182.1, No Probe, No Probe,239.8
Sep 8  2019  2:05:36 PM,182.1, No Probe, No Probe,240.5
Sep 8  2019  2:05:47 PM,182.1, No Probe, No Probe,239.8
Sep 8  2019  2:05:53 PM,182.2, No Probe, No Probe,239.9
Sep 8  2019  2:06:03 PM,182.1, No Probe, No Probe,240.0
Sep 8  2019  2:06:13 PM,182.2, No Probe, No Probe,240.1
Sep 8  2019  2:06:23 PM,182.2, No Probe, No Probe,240.1
Sep 8  2019  2:06:33 PM,182.2, No Probe, No Probe,240.6
Sep 8  2019  2:06:43 PM,182.2, No Probe, No Probe,240.2
Sep 8  2019  2:06:53 PM,182.2, No Probe, No Probe,239.9
Sep 8  2019  2:07:03 PM,182.2, No Probe, No Probe,239.5
Sep 8  2019  2:07:13 PM,182.2, No Probe, No Probe,239.5
Sep 8  2019  2:07:23 PM,182.2, No Probe, No Probe,240.3
Sep 8  2019  2:07:33 PM,182.2, No Probe, No Probe,239.7
Sep 8  2019  2:07:43 PM,182.3, No Probe, No Probe,240.1
Sep 8  2019  2:07:53 PM,182.3, No Probe, No Probe,240.1
Sep 8  2019  2:08:03 PM,182.3, No Probe, No Probe,239.9
Sep 8  2019  2:08:13 PM,182.3, No Probe, No Probe,239.5
Sep 8  2019  2:08:23 PM,182.3, No Probe, No Probe,240.2
Sep 8  2019  2:08:33 PM,182.4, No Probe, No Probe,239.5
Sep 8  2019  2:08:43 PM,182.4, No Probe, No Probe,239.9
Sep 8  2019  2:08:53 PM,182.4, No Probe, No Probe,239.9
Sep 8  2019  2:09:03 PM,182.4, No Probe, No Probe,239.8
Sep 8  2019  2:09:13 PM,182.4, No Probe, No Probe,239.9
Sep 8  2019  2:09:23 PM,182.4, No Probe, No Probe,239.7
Sep 8  2019  2:09:33 PM,182.5, No Probe, No Probe,240.1
Sep 8  2019  2:09:43 PM,182.5, No Probe, No Probe,240.2
Sep 8  2019  2:09:54 PM,182.5, No Probe, No Probe,239.8
Sep 8  2019  2:10:03 PM,182.5, No Probe, No Probe,239.9
Sep 8  2019  2:10:13 PM,182.5, No Probe, No Probe,239.9
Sep 8  2019  2:10:23 PM,182.5, No Probe, No Probe,240.1
Sep 8  2019  2:10:33 PM,182.5, No Probe, No Probe,239.9
Sep 8  2019  2:10:43 PM,182.5, No Probe, No Probe,240.1
Sep 8  2019  2:10:53 PM,182.5, No Probe, No Probe,239.9
Sep 8  2019  2:11:03 PM,182.5, No Probe, No Probe,240.4
Sep 8  2019  2:11:13 PM,182.6, No Probe, No Probe,240.0
Sep 8  2019  2:11:23 PM,182.6, No Probe, No Probe,240.0
Sep 8  2019  2:11:33 PM,182.6, No Probe, No Probe,239.6
Sep 8  2019  2:11:44 PM,182.7, No Probe, No Probe,239.9
Sep 8  2019  2:11:54 PM,182.7, No Probe, No Probe,239.9
Sep 8  2019  2:12:05 PM,182.7, No Probe, No Probe,239.9
Sep 8  2019  2:12:15 PM,182.7, No Probe, No Probe,240.1
Sep 8  2019  2:12:24 PM,182.7, No Probe, No Probe,239.6
Sep 8  2019  2:12:35 PM,182.7, No Probe, No Probe,239.8
Sep 8  2019  2:12:44 PM,182.7, No Probe, No Probe,239.6
Sep 8  2019  2:12:54 PM,182.7, No Probe, No Probe,240.2
Sep 8  2019  2:13:04 PM,182.7, No Probe, No Probe,239.9
Sep 8  2019  2:13:14 PM,182.7, No Probe, No Probe,239.9
Sep 8  2019  2:13:25 PM,182.7, No Probe, No Probe,239.6
Sep 8  2019  2:13:35 PM,182.8, No Probe, No Probe,240.2
Sep 8  2019  2:13:45 PM,182.8, No Probe, No Probe,239.8
Sep 8  2019  2:13:56 PM,182.8, No Probe, No Probe,239.9
Sep 8  2019  2:14:06 PM,182.8, No Probe, No Probe,239.4
Sep 8  2019  2:14:16 PM,182.8, No Probe, No Probe,240.2
Sep 8  2019  2:14:25 PM,182.8, No Probe, No Probe,240.1
Sep 8  2019  2:14:36 PM,182.9, No Probe, No Probe,239.9
Sep 8  2019  2:14:45 PM,182.9, No Probe, No Probe,239.6
Sep 8  2019  2:14:55 PM,182.9, No Probe, No Probe,240.5
Sep 8  2019  2:15:05 PM,182.9, No Probe, No Probe,239.9
Sep 8  2019  2:15:15 PM,182.9, No Probe, No Probe,239.7
Sep 8  2019  2:15:25 PM,182.9, No Probe, No Probe,240.3
Sep 8  2019  2:15:35 PM,182.9, No Probe, No Probe,239.6
Sep 8  2019  2:15:46 PM,182.9, No Probe, No Probe,240.3
Sep 8  2019  2:15:55 PM,182.9, No Probe, No Probe,239.9
Sep 8  2019  2:16:05 PM,182.9, No Probe, No Probe,240.4
Sep 8  2019  2:16:15 PM,183.0, No Probe, No Probe,239.6
Sep 8  2019  2:16:26 PM,183.0, No Probe, No Probe,240.4
Sep 8  2019  2:16:35 PM,183.0, No Probe, No Probe,239.6
Sep 8  2019  2:16:45 PM,183.0, No Probe, No Probe,239.7
Sep 8  2019  2:16:55 PM,183.0, No Probe, No Probe,239.8
Sep 8  2019  2:17:05 PM,183.0, No Probe, No Probe,240.0
Sep 8  2019  2:17:15 PM,183.0, No Probe, No Probe,240.3
Sep 8  2019  2:17:25 PM,183.1, No Probe, No Probe,239.7
Sep 8  2019  2:17:35 PM,183.1, No Probe, No Probe,239.9
Sep 8  2019  2:17:42 PM,183.0, No Probe, No Probe,239.8
Sep 8  2019  2:17:52 PM,183.0, No Probe, No Probe,239.3
Sep 8  2019  2:18:02 PM,183.1, No Probe, No Probe,240.3
Sep 8  2019  2:18:13 PM,183.1, No Probe, No Probe,239.9
Sep 8  2019  2:18:22 PM,183.1, No Probe, No Probe,239.9
Sep 8  2019  2:18:33 PM,183.1, No Probe, No Probe,240.0
Sep 8  2019  2:18:43 PM,183.1, No Probe, No Probe,240.0
Sep 8  2019  2:18:53 PM,183.2, No Probe, No Probe,240.1
Sep 8  2019  2:19:02 PM,183.1, No Probe, No Probe,239.6
Sep 8  2019  2:19:13 PM,183.1, No Probe, No Probe,239.7
Sep 8  2019  2:19:22 PM,183.1, No Probe, No Probe,240.2
Sep 8  2019  2:19:32 PM,183.2, No Probe, No Probe,239.7
Sep 8  2019  2:19:42 PM,183.2, No Probe, No Probe,239.9
Sep 8  2019  2:19:52 PM,183.3, No Probe, No Probe,240.2
Sep 8  2019  2:20:03 PM,183.3, No Probe, No Probe,239.9
Sep 8  2019  2:20:12 PM,183.2, No Probe, No Probe,239.9
Sep 8  2019  2:20:22 PM,183.3, No Probe, No Probe,239.9
Sep 8  2019  2:20:32 PM,183.2, No Probe, No Probe,239.7
Sep 8  2019  2:20:42 PM,183.2, No Probe, No Probe,239.7
Sep 8  2019  2:20:52 PM,183.3, No Probe, No Probe,240.3
Sep 8  2019  2:21:03 PM,183.3, No Probe, No Probe,239.8
Sep 8  2019  2:21:12 PM,183.3, No Probe, No Probe,239.6
Sep 8  2019  2:21:23 PM,183.3, No Probe, No Probe,240.0
Sep 8  2019  2:21:32 PM,183.3, No Probe, No Probe,239.7
Sep 8  2019  2:21:42 PM,183.3, No Probe, No Probe,240.4
Sep 8  2019  2:21:52 PM,183.3, No Probe, No Probe,239.6
Sep 8  2019  2:22:02 PM,183.4, No Probe, No Probe,240.6
Sep 8  2019  2:22:13 PM,183.4, No Probe, No Probe,240.2
Sep 8  2019  2:22:22 PM,183.4, No Probe, No Probe,239.9
Sep 8  2019  2:22:32 PM,183.4, No Probe, No Probe,240.4
Sep 8  2019  2:22:42 PM,183.4, No Probe, No Probe,239.5
Sep 8  2019  2:22:52 PM,183.4, No Probe, No Probe,239.7
Sep 8  2019  2:23:02 PM,183.4, No Probe, No Probe,240.1
Sep 8  2019  2:23:12 PM,183.4, No Probe, No Probe,240.3
Sep 8  2019  2:23:22 PM,183.4, No Probe, No Probe,240.1
Sep 8  2019  2:23:32 PM,183.5, No Probe, No Probe,239.9
Sep 8  2019  2:23:44 PM,183.4, No Probe, No Probe,239.9
Sep 8  2019  2:23:54 PM,183.4, No Probe, No Probe,239.7
Sep 8  2019  2:24:04 PM,183.5, No Probe, No Probe,240.0
Sep 8  2019  2:24:15 PM,183.5, No Probe, No Probe,240.2
Sep 8  2019  2:24:24 PM,183.5, No Probe, No Probe,239.5
Sep 8  2019  2:24:34 PM,183.5, No Probe, No Probe,240.0
Sep 8  2019  2:24:44 PM,183.5, No Probe, No Probe,239.7
Sep 8  2019  2:24:54 PM,183.5, No Probe, No Probe,240.2
Sep 8  2019  2:25:04 PM,183.5, No Probe, No Probe,239.6
Sep 8  2019  2:25:14 PM,183.5, No Probe, No Probe,239.9
Sep 8  2019  2:25:24 PM,183.5, No Probe, No Probe,239.7
Sep 8  2019  2:25:34 PM,183.5, No Probe, No Probe,239.5
Sep 8  2019  2:25:44 PM,183.5, No Probe, No Probe,239.8
Sep 8  2019  2:25:54 PM,183.6, No Probe, No Probe,240.1
Sep 8  2019  2:26:05 PM,183.6, No Probe, No Probe,239.7
Sep 8  2019  2:26:14 PM,183.6, No Probe, No Probe,240.2
Sep 8  2019  2:26:24 PM,183.6, No Probe, No Probe,239.7
Sep 8  2019  2:26:35 PM,183.6, No Probe, No Probe,240.6
Sep 8  2019  2:26:44 PM,183.6, No Probe, No Probe,239.8
Sep 8  2019  2:26:55 PM,183.6, No Probe, No Probe,239.9
Sep 8  2019  2:27:05 PM,183.6, No Probe, No Probe,239.3
Sep 8  2019  2:27:14 PM,183.6, No Probe, No Probe,239.2
Sep 8  2019  2:27:24 PM,183.6, No Probe, No Probe,239.7
Sep 8  2019  2:27:34 PM,183.7, No Probe, No Probe,239.5
Sep 8  2019  2:27:44 PM,183.7, No Probe, No Probe,239.7
Sep 8  2019  2:27:54 PM,183.6, No Probe, No Probe,239.8
Sep 8  2019  2:28:05 PM,183.7, No Probe, No Probe,240.0
Sep 8  2019  2:28:14 PM,183.7, No Probe, No Probe,239.9
Sep 8  2019  2:28:24 PM,183.7, No Probe, No Probe,239.9
Sep 8  2019  2:28:35 PM,183.7, No Probe, No Probe,239.8
Sep 8  2019  2:28:44 PM,183.7, No Probe, No Probe,240.1
Sep 8  2019  2:28:54 PM,183.7, No Probe, No Probe,239.4
Sep 8  2019  2:29:04 PM,183.7, No Probe, No Probe,238.9
Sep 8  2019  2:29:14 PM,183.7, No Probe, No Probe,238.9
Sep 8  2019  2:29:25 PM,183.7, No Probe, No Probe,238.7
Sep 8  2019  2:29:34 PM,183.7, No Probe, No Probe,239.0
Sep 8  2019  2:29:41 PM,183.7, No Probe, No Probe,239.1
Sep 8  2019  2:29:52 PM,183.7, No Probe, No Probe,239.5
Sep 8  2019  2:30:01 PM,183.7, No Probe, No Probe,239.6
Sep 8  2019  2:30:11 PM,183.8, No Probe, No Probe,239.7
Sep 8  2019  2:30:22 PM,183.8, No Probe, No Probe,239.9
Sep 8  2019  2:30:31 PM,183.8, No Probe, No Probe,240.0
Sep 8  2019  2:30:42 PM,183.8, No Probe, No Probe,239.8
Sep 8  2019  2:30:51 PM,183.9, No Probe, No Probe,239.9
Sep 8  2019  2:31:02 PM,183.8, No Probe, No Probe,239.9
Sep 8  2019  2:31:11 PM,183.9, No Probe, No Probe,239.8
Sep 8  2019  2:31:21 PM,183.9, No Probe, No Probe,239.9
Sep 8  2019  2:31:32 PM,183.9, No Probe, No Probe,240.2
Sep 8  2019  2:31:42 PM,183.9, No Probe, No Probe,239.9
Sep 8  2019  2:31:52 PM,183.9, No Probe, No Probe,239.8
Sep 8  2019  2:32:02 PM,183.9, No Probe, No Probe,239.9
Sep 8  2019  2:32:12 PM,183.9, No Probe, No Probe,239.9
Sep 8  2019  2:32:23 PM,183.9, No Probe, No Probe,239.9
Sep 8  2019  2:32:32 PM,183.9, No Probe, No Probe,239.8
Sep 8  2019  2:32:42 PM,183.9, No Probe, No Probe,239.9
Sep 8  2019  2:32:52 PM,183.9, No Probe, No Probe,239.8
Sep 8  2019  2:33:02 PM,184.0, No Probe, No Probe,239.8
Sep 8  2019  2:33:12 PM,184.0, No Probe, No Probe,239.5
Sep 8  2019  2:33:22 PM,183.9, No Probe, No Probe,239.4
Sep 8  2019  2:33:32 PM,184.0, No Probe, No Probe,239.9
Sep 8  2019  2:33:42 PM,184.0, No Probe, No Probe,240.2
Sep 8  2019  2:33:52 PM,184.0, No Probe, No Probe,239.7
Sep 8  2019  2:34:02 PM,184.0, No Probe, No Probe,240.3
Sep 8  2019  2:34:12 PM,184.0, No Probe, No Probe,240.1
Sep 8  2019  2:34:23 PM,184.0, No Probe, No Probe,239.5
Sep 8  2019  2:34:32 PM,184.0, No Probe, No Probe,239.7
Sep 8  2019  2:34:42 PM,184.0, No Probe, No Probe,240.1
Sep 8  2019  2:34:53 PM,184.1, No Probe, No Probe,239.9
Sep 8  2019  2:35:02 PM,184.0, No Probe, No Probe,239.9
Sep 8  2019  2:35:12 PM,184.1, No Probe, No Probe,240.0
